motif_id,term,n_mentions,category,biome_hint
k43b,гарпун,1,artefact,Arctic/coastal — harpoon
k43c,полярный,1,climate,Arctic
k44,северного,1,direction,Northern
k44,нарты,1,artefact,Tundra/Boreal — sledge pl
k44,лук,2,artefact,"generic, ambiguous (also = onion)"
k44,нарте,1,artefact,Tundra/Boreal
k44,стрела,2,artefact,generic
k44,южный,1,direction,Southern
k44,северный,1,direction,Northern
k44b,стрела,1,artefact,generic
k44b,северного,1,direction,Northern
k44b,лук,1,artefact,"generic, ambiguous (also = onion)"
k45,стрела,1,artefact,generic
k47a,северный,1,direction,Northern
k47a,гарпуном,1,artefact,Arctic/coastal
k47a,гарпун,1,artefact,Arctic/coastal — harpoon
k47b,северная,1,direction,Northern
k48,альпы,1,mountain,Mediterranean
k48,южный,1,direction,Southern
k48,стрела,2,artefact,generic
k49,карелия,2,region,Boreal
k5,южный,1,direction,Southern
k5,стрела,1,artefact,generic
k5,лук,1,artefact,"generic, ambiguous (also = onion)"
k50,лук,1,artefact,"generic, ambiguous (also = onion)"
k50,гарпун,1,artefact,Arctic/coastal — harpoon
k51,лук,2,artefact,"generic, ambiguous (also = onion)"
k51,аляски,1,region,Tundra/Boreal
k51a,аляски,1,region,Tundra/Boreal
k52b,гарпун,1,artefact,Arctic/coastal — harpoon
k52c,гарпуна,1,artefact,Arctic/coastal
k52c,гарпун,1,artefact,Arctic/coastal — harpoon
k53,южный,1,direction,Southern
k53,нарте,2,artefact,Tundra/Boreal
k53,лук,2,artefact,"generic, ambiguous (also = onion)"
k53,гарпун,2,artefact,Arctic/coastal — harpoon
k53,северный,1,direction,Northern
k54,аляски,1,region,Tundra/Boreal
k54a,аляски,1,region,Tundra/Boreal
k55,ямс,1,artefact,Trop. Moist — yam
k56,ямс,4,artefact,Trop. Moist — yam
k56,маниока,2,artefact,Trop. Moist — manioc
k56,северный,4,direction,Northern
k56,пироги,4,artefact,Trop.
k56,карелия,2,region,Boreal
k56,пирога,1,artefact,Trop. — pirogue
k56,стрела,1,artefact,generic
k56a2,ямс,1,artefact,Trop. Moist — yam
k56a2a,ямс,1,artefact,Trop. Moist — yam
k56a2b,пироги,1,artefact,Trop.
k56a2b,северный,1,direction,Northern
k56a4,карелия,1,region,Boreal
k56a4,пироги,2,artefact,Trop.
k56a4,северный,1,direction,Northern
k56a4b,северный,1,direction,Northern
k56a5,сахара,1,region,Desert
k56a6,пироги,1,artefact,Trop.
k56a6,пирога,1,artefact,Trop. — pirogue
k56a6,северная,1,direction,Northern
k56a6,карелия,1,region,Boreal
k56a8,ямс,1,artefact,Trop. Moist — yam
k56a8,стрела,1,artefact,generic
k56a8a,стрела,1,artefact,generic
k56a9,карелия,1,region,Boreal
k56a9,пироги,3,artefact,Trop.
k56a9,северный,1,direction,Northern
k56b,ямс,3,artefact,Trop. Moist — yam
k56b,ямса,2,artefact,Trop. Moist
k56b,южный,2,direction,Southern
k56b,нарты,2,artefact,Tundra/Boreal — sledge pl
k56d,южный,1,direction,Southern
k56d1,южный,1,direction,Southern
k56e,пирога,1,artefact,Trop. — pirogue
k56f,карелия,1,region,Boreal
k56f1,карелия,1,region,Boreal
k57,северный,2,direction,Northern
k57,стрела,1,artefact,generic
k57,карелия,3,region,Boreal
k57,пироги,1,artefact,Trop.
k57,северная,1,direction,Northern
k57a,карелия,1,region,Boreal
k57a,пироги,1,artefact,Trop.
k58,скандинавии,1,region,Boreal
k58,африки,1,region,Trop. Savanna/Moist
k59,аляски,1,region,Tundra/Boreal
k6,стрела,1,artefact,generic
k6,амазонка,1,river,Trop. Moist
k60a,ямса,1,artefact,Trop. Moist
k60a,нарта,2,artefact,Tundra/Boreal — sledge
k60a,лук,2,artefact,"generic, ambiguous (also = onion)"
k60b,гарпун,2,artefact,Arctic/coastal — harpoon
k60b,карелия,2,region,Boreal
k60b,сибирь,1,region,Tundra/Boreal
k60c,нарта,2,artefact,Tundra/Boreal — sledge
k61a,лук,1,artefact,"generic, ambiguous (also = onion)"
k61a,стрела,1,artefact,generic
k61b,ямс,2,artefact,Trop. Moist — yam
k61b,ямса,1,artefact,Trop. Moist
k61b,лук,1,artefact,"generic, ambiguous (also = onion)"
k61e,сахара,1,region,Desert
k62a,карелия,1,region,Boreal
k62a,пирога,1,artefact,Trop. — pirogue
k62a,пироги,3,artefact,Trop.
k63,лук,2,artefact,"generic, ambiguous (also = onion)"
k63,нарты,3,artefact,Tundra/Boreal — sledge pl
k63,нарте,1,artefact,Tundra/Boreal
k64,альпы,2,mountain,Mediterranean
k64,нарты,1,artefact,Tundra/Boreal — sledge pl
k64,нарта,2,artefact,Tundra/Boreal — sledge
k64a,альпы,2,mountain,Mediterranean
k64a,нарты,2,artefact,Tundra/Boreal — sledge pl
k65,сибирь,1,region,Tundra/Boreal
k65,енисея,1,river,Boreal
k65a,сибирь,1,region,Tundra/Boreal
k65a,енисея,1,river,Boreal
k65b,гималаи,2,mountain,Mountain
k65b,лук,3,artefact,"generic, ambiguous (also = onion)"
k65b,северная,1,direction,Northern
k65c,северного,1,direction,Northern
k65c,северная,1,direction,Northern
k65f,пирога,1,artefact,Trop. — pirogue
k66,лук,10,artefact,"generic, ambiguous (also = onion)"
k66,пирога,2,artefact,Trop. — pirogue
k66,южный,2,direction,Southern
k66,карелия,2,region,Boreal
k66,стрела,8,artefact,generic
k66,полярная,3,climate,Arctic
k66,северная,1,direction,Northern
k66a,пироги,1,artefact,Trop.
k66b,лук,4,artefact,"generic, ambiguous (also = onion)"
k66b,стрела,2,artefact,generic
k66b,алтай,1,mountain,Mountain/Steppe
k66b,сахара,1,region,Desert
k67,стрела,1,artefact,generic
k67b,пироги,1,artefact,Trop.
k67c,карелия,1,region,Boreal
k67c,алтай,1,mountain,Mountain/Steppe
k67d,лук,1,artefact,"generic, ambiguous (also = onion)"
k68,лук,1,artefact,"generic, ambiguous (also = onion)"
k70,нарте,1,artefact,Tundra/Boreal
k70,нарты,2,artefact,Tundra/Boreal — sledge pl
k70,нарта,1,artefact,Tundra/Boreal — sledge
k70,лук,1,artefact,"generic, ambiguous (also = onion)"
k71,лук,1,artefact,"generic, ambiguous (also = onion)"
k72,лук,2,artefact,"generic, ambiguous (also = onion)"
k72,пироги,1,artefact,Trop.
k72,карелии,1,region,Boreal
k73,северного,1,direction,Northern
k73,пирога,1,artefact,Trop. — pirogue
k73,южный,1,direction,Southern
k73,лук,10,artefact,"generic, ambiguous (also = onion)"
k73,карелии,1,region,Boreal
k73,стрела,8,artefact,generic
k73,нарты,1,artefact,Tundra/Boreal — sledge pl
k73,нарте,1,artefact,Tundra/Boreal
k73a,пирога,1,artefact,Trop. — pirogue
k73a1,лук,1,artefact,"generic, ambiguous (also = onion)"
k73b,пироги,1,artefact,Trop.
k73c,нила,2,river,Desert/Trop. Savanna
k74,стрела,3,artefact,generic
k74,лук,11,artefact,"generic, ambiguous (also = onion)"
k74,карелия,1,region,Boreal
k74,сибирь,1,region,Tundra/Boreal
k74a,стрела,1,artefact,generic
k74a,лук,1,artefact,"generic, ambiguous (also = onion)"
k74a,гарпуном,3,artefact,Arctic/coastal
k74a,гарпун,7,artefact,Arctic/coastal — harpoon
k75,лук,8,artefact,"generic, ambiguous (also = onion)"
k75,нил,1,river,Desert/Trop. Savanna
k75,нила,1,river,Desert/Trop. Savanna
k75,стрела,9,artefact,generic
k75,ямс,4,artefact,Trop. Moist — yam
k75,нарта,4,artefact,Tundra/Boreal — sledge
k75,аляски,1,region,Tundra/Boreal
k75,северный,1,direction,Northern
k75,северного,1,direction,Northern
k75,северное,1,direction,Northern
k75,маис,2,artefact,Trop./Temp. — maize
k75a,нил,1,river,Desert/Trop. Savanna
k75a,нила,1,river,Desert/Trop. Savanna
k75a,стрела,1,artefact,generic
k76,лук,5,artefact,"generic, ambiguous (also = onion)"
k76,ямс,1,artefact,Trop. Moist — yam
k76,ямса,1,artefact,Trop. Moist
k76b,лук,1,artefact,"generic, ambiguous (also = onion)"
k76e,лук,1,artefact,"generic, ambiguous (also = onion)"
k77a,индонезии,1,region,Trop. Moist
k77a,южный,3,direction,Southern
k77b,карелия,1,region,Boreal
k78,стрела,3,artefact,generic
k78,нарта,2,artefact,Tundra/Boreal — sledge
k78,лук,1,artefact,"generic, ambiguous (also = onion)"
k79,стрела,1,artefact,generic
k79,лук,1,artefact,"generic, ambiguous (also = onion)"
k79,енисей,1,river,Boreal
k80,стрела,3,artefact,generic
k80,лук,1,artefact,"generic, ambiguous (also = onion)"
k80a,лук,2,artefact,"generic, ambiguous (also = onion)"
k80a,стрела,3,artefact,generic
k80a,северный,1,direction,Northern
k80a,пирога,1,artefact,Trop. — pirogue
k80a1,лук,1,artefact,"generic, ambiguous (also = onion)"
k80a1,стрела,1,artefact,generic
k80a1,пирога,1,artefact,Trop. — pirogue
k80a2,лук,1,artefact,"generic, ambiguous (also = onion)"
k80a2,стрела,2,artefact,generic
k80a2,северный,1,direction,Northern
k80a3,северный,1,direction,Northern
k80a4,стрела,1,artefact,generic
k80b,пирога,1,artefact,Trop. — pirogue
k80c,сибирь,1,region,Tundra/Boreal
k80c1,нила,1,river,Desert/Trop. Savanna
k80c2,лук,1,artefact,"generic, ambiguous (also = onion)"
k80c2,пироги,1,artefact,Trop.
k80d,азии,1,continent,?
k80d,стрела,6,artefact,generic
k80d,лук,3,artefact,"generic, ambiguous (also = onion)"
k81,карелия,1,region,Boreal
k81,лук,1,artefact,"generic, ambiguous (also = onion)"
k82,лук,1,artefact,"generic, ambiguous (also = onion)"
k82,нарты,1,artefact,Tundra/Boreal — sledge pl
k82a,лук,1,artefact,"generic, ambiguous (also = onion)"
k83,альпы,1,mountain,Mediterranean
k83,южный,2,direction,Southern
k83,лук,2,artefact,"generic, ambiguous (also = onion)"
k83,стрела,2,artefact,generic
k83,северная,1,direction,Northern
k84,стрела,2,artefact,generic
k84,нарта,2,artefact,Tundra/Boreal — sledge
k84,нарты,1,artefact,Tundra/Boreal — sledge pl
k84,пироги,1,artefact,Trop.
k84,лена,1,river,Boreal/Tundra
k85,пироги,1,artefact,Trop.
k85,лук,1,artefact,"generic, ambiguous (also = onion)"
k85,нарты,2,artefact,Tundra/Boreal — sledge pl
k85,лена,1,river,Boreal/Tundra
k85b,пироги,1,artefact,Trop.
k85b,нарты,4,artefact,Tundra/Boreal — sledge pl
k85b,стрела,1,artefact,generic
k85c,нарты,1,artefact,Tundra/Boreal — sledge pl
k85c,лена,1,river,Boreal/Tundra
k86,северный,1,direction,Northern
k87a,стрела,1,artefact,generic
k89,северная,1,direction,Northern
k89,нарта,3,artefact,Tundra/Boreal — sledge
k89,нарты,7,artefact,Tundra/Boreal — sledge pl
k89,стрела,1,artefact,generic
k89,нарте,3,artefact,Tundra/Boreal
k89a,нарты,2,artefact,Tundra/Boreal — sledge pl
k89b,северная,1,direction,Northern
k89b,нарта,3,artefact,Tundra/Boreal — sledge
k89b,нарты,4,artefact,Tundra/Boreal — sledge pl
k89b,стрела,3,artefact,generic
k89b,нарте,1,artefact,Tundra/Boreal
k89c,нарты,3,artefact,Tundra/Boreal — sledge pl
k89c,нарте,1,artefact,Tundra/Boreal
k8a,стрела,11,artefact,generic
k8a,ямс,2,artefact,Trop. Moist — yam
k8a,лук,6,artefact,"generic, ambiguous (also = onion)"
k8a,гарпун,5,artefact,Arctic/coastal — harpoon
k8a,аляски,1,region,Tundra/Boreal
k8a,гарпуном,2,artefact,Arctic/coastal
k8a,южный,1,direction,Southern
k8a,маис,2,artefact,Trop./Temp. — maize
k8a,маниока,3,artefact,Trop. Moist — manioc
k8aa,лук,1,artefact,"generic, ambiguous (also = onion)"
k8c,северный,1,direction,Northern
k8c,стрела,1,artefact,generic
k8c,гарпун,1,artefact,Arctic/coastal — harpoon
k8c,аляски,1,region,Tundra/Boreal
k8c,лук,2,artefact,"generic, ambiguous (also = onion)"
k8c,южный,1,direction,Southern
k8c,маниока,1,artefact,Trop. Moist — manioc
k8c1,северный,1,direction,Northern
k8c3,лук,1,artefact,"generic, ambiguous (also = onion)"
k8d,лук,5,artefact,"generic, ambiguous (also = onion)"
k8d,маниока,1,artefact,Trop. Moist — manioc
k8e,африка,1,region,Trop. Savanna/Moist
k9,енисея,1,river,Boreal
k90,стрела,1,artefact,generic
k90,гарпуном,1,artefact,Arctic/coastal
k90a,стрела,1,artefact,generic
k91,нарта,1,artefact,Tundra/Boreal — sledge
k91,стрела,2,artefact,generic
k91,лук,3,artefact,"generic, ambiguous (also = onion)"
k92,лук,2,artefact,"generic, ambiguous (also = onion)"
k92a,лук,3,artefact,"generic, ambiguous (also = onion)"
k92a,северная,1,direction,Northern
k92a,карелия,1,region,Boreal
k93,лук,1,artefact,"generic, ambiguous (also = onion)"
k93,пироги,1,artefact,Trop.
k93,нарта,5,artefact,Tundra/Boreal — sledge
k93,нарты,2,artefact,Tundra/Boreal — sledge pl
k93,стрела,2,artefact,generic
k93a,пироги,1,artefact,Trop.
k93a,нарты,2,artefact,Tundra/Boreal — sledge pl
k93a,стрела,2,artefact,generic
k93a,нарта,4,artefact,Tundra/Boreal — sledge
k93b1,пироги,1,artefact,Trop.
k93b1,стрела,3,artefact,generic
k93b1,карелия,1,region,Boreal
k93b2,лук,1,artefact,"generic, ambiguous (also = onion)"
k93b2,нарта,4,artefact,Tundra/Boreal — sledge
k93b2,стрела,1,artefact,generic
k93b2,алтай,1,mountain,Mountain/Steppe
k93b3,пироги,1,artefact,Trop.
k93b3,лук,1,artefact,"generic, ambiguous (also = onion)"
k93b3,нарты,2,artefact,Tundra/Boreal — sledge pl
k93b3,стрела,1,artefact,generic
k93b3,алтай,1,mountain,Mountain/Steppe
k93b4,карелия,1,region,Boreal
k93b4,стрела,1,artefact,generic
k94,лук,2,artefact,"generic, ambiguous (also = onion)"
k94,сибирь,1,region,Tundra/Boreal
k95,северный,1,direction,Northern
k95,стрела,1,artefact,generic
k96,лук,1,artefact,"generic, ambiguous (also = onion)"
k97,пирога,1,artefact,Trop. — pirogue
k97,пироги,2,artefact,Trop.
k97,карелии,1,region,Boreal
k98,ямс,1,artefact,Trop. Moist — yam
k98,лук,2,artefact,"generic, ambiguous (also = onion)"
k98,якутия,1,region,Boreal/Tundra
k98,стрела,2,artefact,generic
k99,карелия,1,region,Boreal
k99,лук,6,artefact,"generic, ambiguous (also = onion)"
k99,стрела,2,artefact,generic
k99a,альпы,1,mountain,Mediterranean
k99a,карелия,1,region,Boreal
k99a1,лук,2,artefact,"generic, ambiguous (also = onion)"
k99a1,стрела,1,artefact,generic
k9a,лук,1,artefact,"generic, ambiguous (also = onion)"
l10,северный,1,direction,Northern
l10,гарпун,1,artefact,Arctic/coastal — harpoon
l100,северная,1,direction,Northern
l100,пирога,2,artefact,Trop. — pirogue
l100,пироги,3,artefact,Trop.
l100b,северная,1,direction,Northern
l100b,пирога,4,artefact,Trop. — pirogue
l100b,стрела,1,artefact,generic
l100b,пироги,3,artefact,Trop.
l100b,северный,1,direction,Northern
l100d,северный,1,direction,Northern
l100d,гималаи,1,mountain,Mountain
l100d,карелия,1,region,Boreal
l100e,пироги,4,artefact,Trop.
l100e,сибирь,1,region,Tundra/Boreal
l100f1,пирога,1,artefact,Trop. — pirogue
l101,аляски,1,region,Tundra/Boreal
l101,полярный,1,climate,Arctic
l102,аляски,1,region,Tundra/Boreal
l103,ямс,1,artefact,Trop. Moist — yam
l103,лук,3,artefact,"generic, ambiguous (also = onion)"
l103,стрела,2,artefact,generic
l103,аляски,2,region,Tundra/Boreal
l103b,пироги,1,artefact,Trop.
l104,лук,2,artefact,"generic, ambiguous (also = onion)"
l104,северный,2,direction,Northern
l104,стрела,2,artefact,generic
l104,карелия,1,region,Boreal
l104,пирога,1,artefact,Trop. — pirogue
l104,пироги,1,artefact,Trop.
l104,нарте,1,artefact,Tundra/Boreal
l104,якутии,1,region,Boreal/Tundra
l105,гарпун,15,artefact,Arctic/coastal — harpoon
l105,стрела,6,artefact,generic
l105,нарта,1,artefact,Tundra/Boreal — sledge
l105,нарты,2,artefact,Tundra/Boreal — sledge pl
l105,гарпуна,1,artefact,Arctic/coastal
l105,лук,1,artefact,"generic, ambiguous (also = onion)"
l106,лук,2,artefact,"generic, ambiguous (also = onion)"
l106,гарпун,2,artefact,Arctic/coastal — harpoon
l106,маниока,2,artefact,Trop. Moist — manioc
l106,стрела,2,artefact,generic
l106,нила,1,river,Desert/Trop. Savanna
l106a,лук,2,artefact,"generic, ambiguous (also = onion)"
l106a,стрела,2,artefact,generic
l106a,нила,1,river,Desert/Trop. Savanna
l106b,маниока,2,artefact,Trop. Moist — manioc
l106b,карелия,1,region,Boreal
l106b,северный,1,direction,Northern
l107,северная,1,direction,Northern
l107,лук,1,artefact,"generic, ambiguous (also = onion)"
l107,стрела,2,artefact,generic
l108,ямс,1,artefact,Trop. Moist — yam
l108,лук,1,artefact,"generic, ambiguous (also = onion)"
l108a,лук,1,artefact,"generic, ambiguous (also = onion)"
l109,лук,1,artefact,"generic, ambiguous (also = onion)"
l10a,нарты,1,artefact,Tundra/Boreal — sledge pl
l10a,гарпуном,1,artefact,Arctic/coastal
l10a,гарпун,2,artefact,Arctic/coastal — harpoon
l10a,стрела,1,artefact,generic
l11,нарты,1,artefact,Tundra/Boreal — sledge pl
l11,маниока,7,artefact,Trop. Moist — manioc
l11,ямс,1,artefact,Trop. Moist — yam
l11,полярная,1,climate,Arctic
l11,северное,1,direction,Northern
l110,лук,4,artefact,"generic, ambiguous (also = onion)"
l110,нил,1,river,Desert/Trop. Savanna
l110,австралии,1,region,Desert/Savanna (Aus)
l110,океании,1,region,Trop. Moist (Pacific)
l110,стрела,8,artefact,generic
l110,гарпуном,1,artefact,Arctic/coastal
l110c,пироги,1,artefact,Trop.
l111,нарты,1,artefact,Tundra/Boreal — sledge pl
l111,лук,1,artefact,"generic, ambiguous (also = onion)"
l112,альпы,1,mountain,Mediterranean
l112,лук,1,artefact,"generic, ambiguous (also = onion)"
l113,ямса,1,artefact,Trop. Moist
l114a,мадагаскар,1,region,Trop. Moist/Savanna
l114a,мадагаскара,1,region,Trop. Moist/Savanna
l114b,сахара,1,region,Desert
l114b1,сахара,1,region,Desert
l114c,карелия,1,region,Boreal
l114c,пироги,3,artefact,Trop.
l116a,стрела,4,artefact,generic
l118,северный,1,direction,Northern
l118,нарте,1,artefact,Tundra/Boreal
l118,аляски,1,region,Tundra/Boreal
l118,нарта,1,artefact,Tundra/Boreal — sledge
l120,карелия,1,region,Boreal
l120,стрела,3,artefact,generic
l120a,стрела,1,artefact,generic
l120a,карелия,1,region,Boreal
l120a,лук,1,artefact,"generic, ambiguous (also = onion)"
l121,лук,1,artefact,"generic, ambiguous (also = onion)"
l121a,лук,1,artefact,"generic, ambiguous (also = onion)"
l122,нарты,1,artefact,Tundra/Boreal — sledge pl
l124,нарты,3,artefact,Tundra/Boreal — sledge pl
l125,стрела,1,artefact,generic
l126,пироги,2,artefact,Trop.
l126,нарта,1,artefact,Tundra/Boreal — sledge
l126,нарты,1,artefact,Tundra/Boreal — sledge pl
l126,стрела,1,artefact,generic
l126,лук,1,artefact,"generic, ambiguous (also = onion)"
l127,ямс,1,artefact,Trop. Moist — yam
l13,нил,1,river,Desert/Trop. Savanna
l13,северный,1,direction,Northern
l13,аляски,1,region,Tundra/Boreal
l13,стрела,1,artefact,generic
l13,маниока,1,artefact,Trop. Moist — manioc
l14,нил,1,river,Desert/Trop. Savanna
l14,аляски,1,region,Tundra/Boreal
l15a,австралии,1,region,Desert/Savanna (Aus)
l15a,нарты,10,artefact,Tundra/Boreal — sledge pl
l15a,стрела,4,artefact,generic
l15a,алтай,1,mountain,Mountain/Steppe
l15a,аляски,1,region,Tundra/Boreal
l15a,лук,3,artefact,"generic, ambiguous (also = onion)"
l15a,полярный,1,climate,Arctic
l15a1,австралии,1,region,Desert/Savanna (Aus)
l15a1,алтай,1,mountain,Mountain/Steppe
l15a1,лук,1,artefact,"generic, ambiguous (also = onion)"
l15a1,полярный,1,climate,Arctic
l15a1,стрела,1,artefact,generic
l15c,нарта,1,artefact,Tundra/Boreal — sledge
l15c,стрела,1,artefact,generic
l15d,южный,2,direction,Southern
l15d,стрела,14,artefact,generic
l15d,лук,17,artefact,"generic, ambiguous (also = onion)"
l15d,нарты,4,artefact,Tundra/Boreal — sledge pl
l15d,северное,1,direction,Northern
l15d,сибирь,1,region,Tundra/Boreal
l15d,лена,1,river,Boreal/Tundra
l15e,алтай,2,mountain,Mountain/Steppe
l15e,сахара,1,region,Desert
l15e,сибирь,1,region,Tundra/Boreal
l15e,стрела,2,artefact,generic
l15e,лук,3,artefact,"generic, ambiguous (also = onion)"
l15e1,нарты,3,artefact,Tundra/Boreal — sledge pl
l15h,карелия,1,region,Boreal
l15h,стрела,4,artefact,generic
l15h,лена,1,river,Boreal/Tundra
l15h,лук,1,artefact,"generic, ambiguous (also = onion)"
l15i,лук,1,artefact,"generic, ambiguous (also = onion)"
l17,лук,1,artefact,"generic, ambiguous (also = onion)"
l17a,нарты,1,artefact,Tundra/Boreal — sledge pl
l17a,стрела,1,artefact,generic
l17a,северного,1,direction,Northern
l17b,стрела,1,artefact,generic
l18,стрела,1,artefact,generic
l18,сибири,1,region,Tundra/Boreal
l18,гарпуном,1,artefact,Arctic/coastal
l18,маниока,2,artefact,Trop. Moist — manioc
l19b,северного,1,direction,Northern
l19b,лук,7,artefact,"generic, ambiguous (also = onion)"
l19b,гарпун,1,artefact,Arctic/coastal — harpoon
l19b,нарта,3,artefact,Tundra/Boreal — sledge
l19b,северный,2,direction,Northern
l19b,стрела,1,artefact,generic
l19b,сибирские,1,region,Tundra/Boreal
l1c1,нарты,2,artefact,Tundra/Boreal — sledge pl
l1c1,нарта,1,artefact,Tundra/Boreal — sledge
l1c2,лук,1,artefact,"generic, ambiguous (also = onion)"
l1c2,нарты,2,artefact,Tundra/Boreal — sledge pl
l1c2,нарта,1,artefact,Tundra/Boreal — sledge
l1e,маниока,1,artefact,Trop. Moist — manioc
l20,ямс,1,artefact,Trop. Moist — yam
l21,стрела,1,artefact,generic
l23,лук,2,artefact,"generic, ambiguous (also = onion)"
l23,стрела,4,artefact,generic
l23,карелия,1,region,Boreal
l23b,стрела,2,artefact,generic
l23b,лук,2,artefact,"generic, ambiguous (also = onion)"
l23b,карелия,1,region,Boreal
l24,гарпун,1,artefact,Arctic/coastal — harpoon
l24,ямс,1,artefact,Trop. Moist — yam
l26,стрела,1,artefact,generic
l27,нарты,1,artefact,Tundra/Boreal — sledge pl
l27,стрела,1,artefact,generic
l27,лук,1,artefact,"generic, ambiguous (also = onion)"
l28,ямс,1,artefact,Trop. Moist — yam
l28,лук,1,artefact,"generic, ambiguous (also = onion)"
l28,маниока,1,artefact,Trop. Moist — manioc
l29,ямс,3,artefact,Trop. Moist — yam
l3,маниока,2,artefact,Trop. Moist — manioc
l3,стрела,1,artefact,generic
l3,амазонка,1,river,Trop. Moist
l3,ямс,1,artefact,Trop. Moist — yam
l31,ямс,1,artefact,Trop. Moist — yam
l32,лук,1,artefact,"generic, ambiguous (also = onion)"
l32,южный,1,direction,Southern
l33b,стрела,1,artefact,generic
l34,лук,2,artefact,"generic, ambiguous (also = onion)"
l37a,гималаи,1,mountain,Mountain
l37a,лук,1,artefact,"generic, ambiguous (also = onion)"
l37b,сибирь,1,region,Tundra/Boreal
l37b,северный,2,direction,Northern
l37b,южный,1,direction,Southern
l37b,лук,4,artefact,"generic, ambiguous (also = onion)"
l37b,нарты,1,artefact,Tundra/Boreal — sledge pl
l37c,сибирь,1,region,Tundra/Boreal
l38,лук,4,artefact,"generic, ambiguous (also = onion)"
l38,нарта,1,artefact,Tundra/Boreal — sledge
l38,нарты,1,artefact,Tundra/Boreal — sledge pl
l38,стрела,2,artefact,generic
l38,камчатки,1,region,Boreal/Tundra
l38,нарте,1,artefact,Tundra/Boreal
l38,гарпун,2,artefact,Arctic/coastal — harpoon
l38,ямс,1,artefact,Trop. Moist — yam
l38,маниока,2,artefact,Trop. Moist — manioc
l38a,лук,3,artefact,"generic, ambiguous (also = onion)"
l38a,нарта,1,artefact,Tundra/Boreal — sledge
l38a,нарты,1,artefact,Tundra/Boreal — sledge pl
l38a,стрела,4,artefact,generic
l38a,нарте,1,artefact,Tundra/Boreal
l38a,гарпун,2,artefact,Arctic/coastal — harpoon
l38a,южный,1,direction,Southern
l39,стрела,1,artefact,generic
l39c,альпы,1,mountain,Mediterranean
l3a,маниока,1,artefact,Trop. Moist — manioc
l3a,ямс,1,artefact,Trop. Moist — yam
l4,пироги,3,artefact,Trop.
l4,аляски,1,region,Tundra/Boreal
l4,гарпун,1,artefact,Arctic/coastal — harpoon
l4,гренландии,1,region,Tundra
l40,океании,1,region,Trop. Moist (Pacific)
l40,лук,3,artefact,"generic, ambiguous (also = onion)"
l41,альпы,1,mountain,Mediterranean
l41,северного,1,direction,Northern
l41,нарта,1,artefact,Tundra/Boreal — sledge
l41,нарты,1,artefact,Tundra/Boreal — sledge pl
l41,стрела,1,artefact,generic
l41,лук,7,artefact,"generic, ambiguous (also = onion)"
l41,ямс,2,artefact,Trop. Moist — yam
l41,маниока,1,artefact,Trop. Moist — manioc
l41a,альпы,1,mountain,Mediterranean
l41a,северная,1,direction,Northern
l41a,стрела,1,artefact,generic
l41a,лук,1,artefact,"generic, ambiguous (also = onion)"
l42,альпы,1,mountain,Mediterranean
l42,карелия,1,region,Boreal
l42,пироги,1,artefact,Trop.
l42,сахара,1,region,Desert
l42,лук,6,artefact,"generic, ambiguous (also = onion)"
l42,северного,1,direction,Northern
l42,стрела,2,artefact,generic
l42,нарта,1,artefact,Tundra/Boreal — sledge
l42,нарты,1,artefact,Tundra/Boreal — sledge pl
l42,камчатки,1,region,Boreal/Tundra
l42,гарпун,3,artefact,Arctic/coastal — harpoon
l42,маниока,1,artefact,Trop. Moist — manioc
l42a,гренландия,1,region,Tundra
l42a,гарпун,1,artefact,Arctic/coastal — harpoon
l42b,пироги,1,artefact,Trop.
l42b,сахара,1,region,Desert
l42b,стрела,3,artefact,generic
l42b,лук,3,artefact,"generic, ambiguous (also = onion)"
l42b,нарта,1,artefact,Tundra/Boreal — sledge
l42b,нарты,1,artefact,Tundra/Boreal — sledge pl
l42b,камчатки,1,region,Boreal/Tundra
l42b,нарте,1,artefact,Tundra/Boreal
l42c,камчатки,1,region,Boreal/Tundra
l42c,лук,1,artefact,"generic, ambiguous (also = onion)"
l42d,стрела,1,artefact,generic
l42d,нарте,1,artefact,Tundra/Boreal
l42e,северного,1,direction,Northern
l42e,нарта,1,artefact,Tundra/Boreal — sledge
l42e,нарты,1,artefact,Tundra/Boreal — sledge pl
l42e,стрела,1,artefact,generic
l42e,лук,1,artefact,"generic, ambiguous (also = onion)"
l42f,стрела,1,artefact,generic
l42f,лук,1,artefact,"generic, ambiguous (also = onion)"
l42f,нарта,1,artefact,Tundra/Boreal — sledge
l42f,нарты,1,artefact,Tundra/Boreal — sledge pl
l42g,сахара,2,region,Desert
l42g1,лук,1,artefact,"generic, ambiguous (also = onion)"
l42g1,пироги,2,artefact,Trop.
l42g2,сахара,2,region,Desert
l42i,пирога,1,artefact,Trop. — pirogue
l42i,пироги,1,artefact,Trop.
l42i1,пироги,1,artefact,Trop.
l43,сахара,1,region,Desert
l43,аляски,1,region,Tundra/Boreal
l44a,лук,3,artefact,"generic, ambiguous (also = onion)"
l44a,гарпун,3,artefact,Arctic/coastal — harpoon
l44a,гарпуном,2,artefact,Arctic/coastal
l44a,стрела,2,artefact,generic
l44a,ямс,1,artefact,Trop. Moist — yam
l44a,маниока,1,artefact,Trop. Moist — manioc
l44a,амазонка,1,river,Trop. Moist
l45,конго,1,region/river,Trop. Moist
l46,ямс,2,artefact,Trop. Moist — yam
